"Escavalier" "Latios" "Espeon"
"Drifloon" "Seedot" "Galvantula"
"Gible" "Hypno" "Ninjask"
"Ampharos" "Spinarak" "Illumise"
"Donphan" "Golett" "Porygon2"
"Minccino" "Smoochum" "Cloyster"
"Chatot" "Infernape" "Oshawott"
"Lombre" "Sentret" "Moltres"
"Kecleon" "Mienshao" "Watchog"
"Samurott" "Shelmet" "Crustle"
"Pinsir" "Infernape" "Infernape"
"Thundurus" "Gothorita" "Bellossom"
"Growlithe" "Tangela" "Flareon"
"Swanna" "Grovyle" "Haxorus"
"Scyther" "Marshtomp" "Wailord"
"Melmetal" "Tangrowth" "Sableye"
"Bellossom" "Patrat" "Snivy"
"Sneasel" "Sandslash" "Moltres"
"Bronzong" "Crustle" "Liepard"
"Combee" "Slugma" "Croconaw"
"Taillow" "Wartortle" "Kabuto"
"Magmortar" "Umbreon" "Latios"
"Beldum" "Mawile" "Combusken"
"Vulpix" "Dragonair" "Roselia"
"Xatu" "Dwebble" "Altaria"
"Kakuna" "Rapidash" "Dragonair"
"Seadra" "Hoothoot" "Rapidash"
"Ditto" "Tornadus" "Pidgeotto"
"Starmie" "Venipede" "Wailmer"
"Diglett" "Krokorok" "Krabby"
"Spoink" "Delcatty" "Illumise"
"Octillery" "Drowzee" "Scraggy"
"Rhydon" "Shiftry" "Skuntank"
"Lanturn" "Umbreon" "Gallade"
"Escavalier" "Bronzor" "Taillow"
"Elgyem" "Rapidash" "Ludicolo"
"Growlithe" "Seaking" "Reuniclus"
"Manectric" "Dratini" "Steelix"
"Treecko" "Magnemite" "Dusknoir"
"Breloom" "Stantler" "Snivy"
"Lanturn" "Roserade" "Dodrio"
"Gastrodon" "Squirtle" "Rattata"
"Infernape" "Onix" "Yanma"
"Whirlipede" "Zorua" "Tangrowth"
"Gothitelle" "Blastoise" "Slowpoke"
"Staravia" "Lunatone" "Rampardos"
"Druddigon" "Jumpluff" "Servine"
"Rampardos" "Grovyle" "Cofagrigus"
"Sandshrew" "Tyranitar" "Magmar"
"Groudon" "Vespiquen" "Gothitelle"
"Kecleon" "Mawile" "Baltoy"
"Drifblim" "Seismitoad" "Pidgeotto"
"Shroomish" "Tympole" "Gengar"
"Croagunk" "Tentacool" "Meowth"
"Unfezant" "Ferrothorn" "Litwick"
"Porygon2" "Persian" "Marill"
"Flaaffy" "Gastrodon" "Sewaddle"
"Magmortar" "Igglybuff" "Gengar"
"Riolu" "Barboach" "Manaphy"
"Omastar" "Whiscash" "Venusaur"
"Dragonite" "Tangrowth" "Blissey"
"Rhyperior" "Drifblim" "Rhydon"
"Drifloon" "Venonat" "Druddigon"
"Lickitung" "Nidoran♀" "Politoed"
"Jumpluff" "Flareon" "Plusle"
"Sealeo" "Shuckle" "Darkrai"
"Roggenrola" "Chansey" "Braviary"
"Stantler" "Meltan" "Patrat"
"Beheeyem" "Electrode" "Houndour"
"Vileplume" "Skiploom" "Noctowl"
"Terrakion" "Scrafty" "Pignite"
"Poliwhirl" "Virizion" "Drilbur"
"Klink" "Tirtouga" "Mantyke"
"Electrode" "Mienshao" "Gigalith"
"Bibarel" "Snubbull" "Taillow"
"Pupitar" "Loudred" "Kricketot"
"Furret" "Slowking" "Wartortle"
"Darmanitan" "Sentret" "Vanillite"
"Masquerain" "Leavanny" "Magby"
"Drifloon" "Remoraid" "Shellos"
"Azurill" "Hitmonlee" "Solrock"
"Deerling" "Venusaur" "Zubat"
"Zubat" "Chikorita" "Horsea"
"Spheal" "Gliscor" "Swellow"
"Honchkrow" "Mew" "Stunfisk"
"Chimecho" "Gabite" "Kyurem"
"Silcoon" "Cradily" "Shuckle"
"Shiftry" "Gothita" "Drowzee"
"Skiploom" "Skorupi" "Tentacool"
"Bastiodon" "Snorunt" "Ninetales"
"Golduck" "Venomoth" "Pinsir"
"Raikou" "Finneon" "Torchic"
"Bonsly" "Raichu" "Duosion"
"Grotle" "Camerupt" "Fearow"
"Phione" "Bulbasaur" "Kricketune"
"Sneasel" "Mandibuzz" "Sawsbuck"
"Vaporeon" "Wormadam" "Blitzle"
"Torkoal" "Electivire" "Garbodor"
"Kingdra" "Steelix" "Bibarel"
"Drifblim" "Drilbur" "Amoonguss"
"Vanillish" "Lillipup" "Zorua"
"Geodude" "Ninjask" "Loudred"
"Darmanitan" "Crustle" "Vigoroth"
"Panpour" "Haxorus" "Mienfoo"
"Nidoqueen" "Spiritomb" "Sunkern"
"Surskit" "Cinccino" "Glaceon"
"Cloyster" "Snorlax" "Mandibuzz"
"Kadabra" "Exploud" "Drowzee"
"Slugma" "Regice" "Mandibuzz"
"Zubat" "Snivy" "Beautifly"
"Dustox" "Raichu" "Cofagrigus"
"Celebi" "Pidgeot" "Ursaring"
"Dusclops" "Buneary" "Ivysaur"
"Sneasel" "Butterfree" "Aipom"
"Mewtwo" "Toxicroak" "Latios"
"Prinplup" "Swablu" "Toxicroak"
"Bronzor" "Shellos" "Treecko"
"Huntail" "Paras" "Sneasel"
"Eelektrik" "Typhlosion" "Cloyster"
"Meltan" "Moltres" "Probopass"
"Snivy" "Castform" "Wormadam"
"Qwilfish" "Spearow" "Samurott"
"Genesect" "Chimchar" "Vulpix"
"Maractus" "Cubone" "Unfezant"
"Gyarados" "Mismagius" "Exploud"
"Smoochum" "Shaymin" "Timburr"
"Grumpig" "Jellicent" "Rotom"
"Lotad" "Dusclops" "Klang"
"Mothim" "Blaziken" "Ferroseed"
"Lotad" "Aggron" "Trubbish"
"Flaaffy" "Volbeat" "Beedrill"
"Sunkern" "Bidoof" "Eelektross"
"Sandile" "Jynx" "Spheal"
"Kricketot" "Rattata" "Croconaw"
"Huntail" "Raikou" "Walrein"
"Budew" "Nidoking" "Gigalith"
"Squirtle" "Drapion" "Hippopotas"
"Dusknoir" "Glalie" "Cherrim"
"Cottonee" "Spinda" "Sunflora"
"Smoochum" "Rapidash" "Kingdra"
"Meltan" "Grovyle" "Pidove"
"Togekiss" "Weavile" "Poliwrath"
"Togepi" "Dratini" "Kirlia"
"Poliwag" "Pineco" "Jolteon"
"Togepi" "Wurmple" "Gothitelle"
"Lickitung" "Lapras" "Furret"
"Volcarona" "Cryogonal" "Happiny"
"Taillow" "Meditite" "Duskull"
"Scyther" "Alakazam" "Luxio"
"Spinarak" "Gorebyss" "Mareep"
"Kingdra" "Ralts" "Burmy"
"Omastar" "Roserade" "Serperior"
"Pansage" "Lucario" "Paras"
"Gligar" "Emboar" "Magby"
"Horsea" "Charmander" "Buizel"
"Torterra" "Kabutops" "Smeargle"
"Carvanha" "Nosepass" "Deino"
"Zebstrika" "Eevee" "Kingler"
"Articuno" "Paras" "Muk"
"Huntail" "Azumarill" "Absol"
"Panpour" "Slugma" "Spheal"
"Cacturne" "Wartortle" "Regigigas"
"Rhyhorn" "Jolteon" "Pinsir"
"Azurill" "Gulpin" "Shinx"
"Alakazam" "Meowth" "Cascoon"
"Drifblim" "Prinplup" "Gyarados"
"Togekiss" "Lucario" "Chimecho"
"Tranquill" "Sealeo" "Tentacool"
"Genesect" "Altaria" "Tympole"
"Shieldon" "Flygon" "Registeel"
"Swampert" "Vanillish" "Sudowoodo"
"Feebas" "Pikachu" "Wingull"
"Kricketune" "Leavanny" "Farfetch'd"
"Sableye" "Swalot" "Beedrill"
"Swoobat" "Simisage" "Clamperl"
"Nidoran♂" "Haunter" "Pachirisu"
"Stunky" "Weavile" "Flygon"
"Groudon" "Tangela" "Joltik"
"Lickitung" "Lilligant" "Stantler"
"Ralts" "Bisharp" "Duskull"
"Ralts" "Ivysaur" "Togepi"
"Glameow" "Porygon2" "Yanmega"
"Whimsicott" "Froslass" "Nidorino"
"Lilligant" "Haxorus" "Doduo"
"Torchic" "Gengar" "Volbeat"
"Sandslash" "Groudon" "Servine"
"Quilava" "Plusle" "Swoobat"
"Stunfisk" "Toxicroak" "Rufflet"
"Wormadam" "Combee" "Piplup"
"Jolteon" "Accelgor" "Psyduck"
"Chimecho" "Hydreigon" "Monferno"
"Mareep" "Miltank" "Growlithe"
"Noctowl" "Solrock" "Chingling"
"Hippopotas" "Bisharp" "Staryu"
"Kakuna" "Tepig" "Darmanitan"
"Ferrothorn" "Staryu" "Pichu"
"Staravia" "Mr. Mime" "Sandshrew"
"Mesprit" "Cloyster" "Unown"
"Dugtrio" "Druddigon" "Hippowdon"
"Rotom" "Glaceon" "Wooper"
"Wingull" "Swalot" "Magcargo"
"Mareep" "Haxorus" "Melmetal"
"Meowth" "Chimecho" "Clamperl"
"Beldum" "Golett" "Altaria"
"Patrat" "Ho-Oh" "Zubat"
"Abomasnow" "Kakuna" "Metang"
"Espeon" "Nidoran♀" "Litwick"
"Bronzor" "Metapod" "Spheal"
"Whimsicott" "Vullaby" "Surskit"
"Porygon2" "Slakoth" "Uxie"
"Minun" "Dialga" "Zekrom"
"Krookodile" "Crustle" "Terrakion"
"Starly" "Stoutland" "Terrakion"
"Regice" "Haunter" "Emboar"
"Surskit" "Deino" "Simisear"
"Seedot" "Magikarp" "Lunatone"
"Ariados" "Magmar" "Hoppip"
"Krokorok" "Duosion" "Cloyster"
"Spearow" "Servine" "Petilil"
"Croconaw" "Omanyte" "Lucario"
"Moltres" "Abra" "Chingling"
"Wobbuffet" "Glameow" "Absol"
"Drowzee" "Mightyena" "Boldore"
"Latias" "Corphish" "Poochyena"
"Mawile" "Golbat" "Horsea"
"Shiftry" "Lunatone" "Forretress"
"Abra" "Swellow" "Larvitar"
"Ponyta" "Beldum" "Roselia"
"Honchkrow" "Pidgey" "Hippopotas"
"Lampent" "Basculin" "Phione"
"Seedot" "Lopunny" "Dewott"
"Walrein" "Tyrogue" "Beartic"
"Hydreigon" "Kricketot" "Huntail"
"Deoxys" "Bulbasaur" "Masquerain"
"Gible" "Golem" "Breloom"
"Marill" "Stunfisk" "Regice"
"Abomasnow" "Minun" "Carracosta"
"Staravia" "Solosis" "Ditto"
"Abomasnow" "Octillery" "Carracosta"
"Musharna" "Durant" "Bellsprout"
"Torchic" "Regirock" "Mudkip"
"Latias" "Eelektrik" "Electrode"
"Sableye" "Weepinbell" "Wingull"
"Aipom" "Electabuzz" "Roserade"
"Venipede" "Manectric" "Rampardos"
"Beheeyem" "Venusaur" "Samurott"
"Illumise" "Hitmontop" "Scraggy"
"Lucario" "Bastiodon" "Ludicolo"
"Tranquill" "Klang" "Glameow"
"Kingdra" "Sharpedo" "Braviary"
"Abra" "Caterpie" "Shuppet"
"Joltik" "Hoothoot" "Silcoon"
"Huntail" "Scolipede" "Fraxure"
"Leavanny" "Magmortar" "Murkrow"
"Swanna" "Vaporeon" "Lumineon"
"Pichu" "Sableye" "Unfezant"
"Snorlax" "Throh" "Mismagius"
"Bellsprout" "Floatzel" "Ducklett"
"Houndour" "Milotic" "Bastiodon"
"Lotad" "Gulpin" "Latias"
"Watchog" "Grotle" "Wobbuffet"
"Giratina" "Swoobat" "Liepard"
"Probopass" "Flygon" "Trapinch"
"Pansear" "Shellos" "Cryogonal"
"Spinda" "Amoonguss" "Panpour"
"Aipom" "Luxio" "Larvitar"
"Munna" "Eelektross" "Excadrill"
"Grimer" "Kyurem" "Spearow"
"Machop" "Kricketune" "Feebas"
"Kingdra" "Purrloin" "Kingdra"
"Torkoal" "Minun" "Scrafty"
"Sneasel" "Magmar" "Chimchar"
"Magnezone" "Foongus" "Shedinja"
"Marill" "Zangoose" "Abra"
"Garchomp" "Flygon" "Delibird"
"Relicanth" "Salamence" "Meowth"
"Reshiram" "Magmar" "Weavile"
"Melmetal" "Hitmonlee" "Nincada"
"Suicune" "Hippopotas" "Poliwrath"
"Parasect" "Torchic" "Fearow"
"Gothitelle" "Combee" "Dragonite"
"Meditite" "Wartortle" "Heatran"
"Unfezant" "Shiftry" "Turtwig"
"Abra" "Bellossom" "Masquerain"
"Cacnea" "Shroomish" "Flaaffy"
"Kirlia" "Musharna" "Krabby"
"Krookodile" "Carracosta" "Sewaddle"
"Magikarp" "Nincada" "Relicanth"
"Shuckle" "Kakuna" "Flygon"
"Zweilous" "Glameow" "Pidove"
"Larvesta" "Cloyster" "Nidorina"
"Paras" "Swadloon" "Swoobat"
"Cacnea" "Walrein" "Skarmory"
"Mesprit" "Wooper" "Simisage"
"Pawniard" "Magikarp" "Hoothoot"
"Staraptor" "Whirlipede" "Nidoking"
"Starly" "Togetic" "Trapinch"
"Cacturne" "Munna" "Chatot"
"Stantler" "Numel" "Zweilous"
"Salamence" "Samurott" "Chingling"
"Trubbish" "Rhydon" "Cradily"
"Servine" "Scraggy" "Axew"
"Yamask" "Forretress" "Sableye"
"Surskit" "Baltoy" "Growlithe"
"Cradily" "Slowbro" "Horsea"
"Trapinch" "Bronzong" "Victreebel"
"Liepard" "Meowth" "Pineco"
"Voltorb" "Qwilfish" "Tympole"
"Unown" "Regice" "Boldore"
"Quagsire" "Chinchou" "Stunky"
"Skuntank" "Jirachi" "Tauros"
"Karrablast" "Espeon" "Vigoroth"
"Ludicolo" "Exploud" "Donphan"
"Lillipup" "Tepig" "Duosion"
"Kakuna" "Venusaur" "Yamask"
"Vulpix" "Starmie" "Natu"
"Heracross" "Slakoth" "Graveler"
"Lickilicky" "Machoke" "Alakazam"
"Tangrowth" "Exeggcute" "Venipede"
"Geodude" "Suicune" "Glaceon"
"Archen" "Vullaby" "Duskull"
"Rufflet" "Drifloon" "Claydol"
"Shedinja" "Staravia" "Azurill"
"Stantler" "Scrafty" "Tranquill"
"Porygon-Z" "Aerodactyl" "Pupitar"
"Alakazam" "Drowzee" "Cresselia"
"Sewaddle" "Cloyster" "Seaking"
"Trapinch" "Arceus" "Swampert"
"Silcoon" "Forretress" "Phione"
"Weedle" "Wobbuffet" "Klinklang"
"Rhyhorn" "Sandile" "Mankey"
"Mandibuzz" "Lickilicky" "Lickilicky"
"Cinccino" "Burmy" "Buizel"
"Crustle" "Qwilfish" "Lombre"
"Seaking" "Mime Jr." "Zweilous"
"Gastly" "Gengar" "Purugly"
